venta_id,fecha_venta,monto_venta,producto_id,producto_nombre,region,usuario_id,fecha_registro,retention_rate,cohort,transaccion_id,volumen_transaccion,estado_transaccion,valor_promedio
846,6/6/2021,6007.94,846,Tomato Sauce,Cyprus,846,4/5/2021,67.76,Q1 2020,846,965,Cancelado,119.29
847,12/21/2021,6297.31,847,Multi-Functional Rice Cooker,Indonesia,847,2/9/2021,77.97,Q3 2020,847,238,Pendiente,85.74
848,10/22/2021,2914.86,848,Radish Chips,Peru,848,5/5/2020,84.21,Q1 2020,848,587,Pendiente,129.63
849,5/29/2021,8497.65,849,Classic Slim Fit Shirt,Argentina,849,9/27/2021,98.58,Q1 2020,849,316,Cancelado,328.8
850,12/14/2021,6293.08,850,Rustic Italian Breads,Russia,850,9/13/2020,26.66,Q3 2020,850,263,Completado,408.63
851,2/1/2021,3762.05,851,Hiking Boots,Kazakhstan,851,2/25/2021,5.47,Q2 2020,851,25,Cancelado,71.21
852,5/16/2021,6158.83,852,Grapes (red),Vietnam,852,5/21/2020,71.54,Q3 2020,852,986,Pendiente,300.76
853,12/10/2021,2791.82,853,Butternut Squash Ravioli,Brazil,853,12/15/2020,79.02,Q3 2020,853,93,Pendiente,94.0
854,5/14/2021,8497.47,854,Tea Infuser Bottle,Russia,854,9/25/2021,15.1,Q2 2020,854,852,Pendiente,407.19
855,2/22/2021,3443.7,855,Kid's Fruit Snacks,Ecuador,855,4/17/2020,95.74,Q2 2020,855,422,Pendiente,300.11
856,4/30/2021,3120.01,856,Pressure Cooker,Russia,856,8/28/2020,27.44,Q2 2020,856,583,Pendiente,170.76
857,4/4/2021,7578.85,857,Handheld Garment Steamer,Malaysia,857,8/30/2020,94.35,Q3 2020,857,887,Cancelado,463.51
858,6/18/2021,8270.77,858,Chocolate Avocado Pudding,China,858,8/20/2021,93.73,Q3 2020,858,601,Cancelado,150.96
859,3/20/2021,414.91,859,Scent Diffuser Oil,Indonesia,859,9/8/2020,31.13,Q1 2020,859,665,Cancelado,406.13
860,8/24/2021,4567.79,860,Guitar Tuner,Russia,860,2/4/2020,51.06,Q1 2020,860,976,Cancelado,468.71
861,6/1/2021,9637.29,861,Travel Jewelry Organizer,Indonesia,861,5/13/2020,68.66,Q3 2020,861,258,Completado,40.45
862,1/28/2021,3324.49,862,Cranberry Almond Biscotti,Indonesia,862,11/20/2021,48.36,Q3 2020,862,623,Pendiente,31.31
863,7/7/2021,1935.48,863,Trail Mix (Deluxe),Rwanda,863,12/7/2020,79.92,Q3 2020,863,996,Completado,93.43
864,8/20/2021,5490.56,864,Mango Chili Salsa,Mexico,864,12/27/2020,64.32,Q2 2020,864,651,Cancelado,124.37
865,9/11/2021,2412.47,865,Indoor Plants,Japan,865,2/21/2021,87.5,Q2 2020,865,724,Completado,312.69
866,7/13/2021,6437.9,866,Sour Cream,Philippines,866,9/15/2020,7.67,Q2 2020,866,179,Completado,488.32
867,10/15/2021,5250.99,867,Multi-Cooker,Sweden,867,1/29/2020,84.52,Q1 2020,867,493,Completado,468.2
868,7/11/2021,2221.35,868,Essential Oil Diffuser,France,868,8/30/2021,5.49,Q3 2020,868,795,Cancelado,124.78
869,11/7/2021,4270.57,869,Egg Noodles,China,869,11/1/2020,31.35,Q3 2020,869,671,Completado,96.17
870,11/7/2021,5804.14,870,Rolling Cooler,Mexico,870,11/1/2020,93.46,Q1 2020,870,694,Pendiente,411.4
871,1/26/2021,611.77,871,Chocolate Coconut Granola,Poland,871,6/17/2020,91.38,Q2 2020,871,100,Cancelado,482.85
872,11/24/2021,5684.04,872,Electric Opener for Jars and Bottles,South Africa,872,10/27/2021,19.98,Q2 2020,872,794,Completado,77.77
873,7/11/2021,5835.04,873,Pesto Genovese,Bangladesh,873,7/12/2020,64.38,Q2 2020,873,477,Cancelado,158.99
874,10/26/2021,7755.12,874,Portable Solar Camp Shower,Poland,874,12/7/2021,8.77,Q2 2020,874,33,Completado,341.51
875,9/1/2021,9991.31,875,Bamboo Toothbrush Holder,Bulgaria,875,4/25/2020,47.09,Q1 2020,875,647,Completado,97.39
876,12/3/2021,6738.43,876,Organic Vanilla Bean Ice Cream,Poland,876,11/9/2020,76.87,Q3 2020,876,354,Cancelado,76.39
877,10/16/2021,6550.11,877,Kettle BBQ Grill,France,877,7/12/2021,1.46,Q1 2020,877,53,Cancelado,52.53
878,12/20/2021,349.53,878,LED Under Cabinet Lighting,Russia,878,2/17/2021,17.78,Q1 2020,878,243,Completado,16.28
879,10/16/2021,2309.71,879,Dark Chocolate Raisins,United States,879,2/7/2020,4.28,Q2 2020,879,898,Pendiente,112.88
880,1/1/2021,5869.98,880,Cat Tree with Scratching Posts,Portugal,880,11/14/2020,51.8,Q2 2020,880,866,Cancelado,19.5
881,7/5/2021,9278.47,881,Kettle Chip Variety Pack,China,881,4/6/2020,19.79,Q3 2020,881,449,Cancelado,337.8
882,1/16/2021,5568.97,882,Brown Rice,United States,882,9/22/2021,33.32,Q3 2020,882,608,Cancelado,90.9
883,4/6/2021,2988.12,883,Stainless Steel Travel Mug,Finland,883,6/15/2020,54.81,Q3 2020,883,623,Cancelado,171.81
884,11/24/2021,2841.42,884,Smartphone Photography Tripod,Costa Rica,884,1/28/2020,57.09,Q1 2020,884,233,Completado,165.06
885,3/24/2021,9851.89,885,Inspirational Wall Art,Philippines,885,6/10/2020,6.01,Q1 2020,885,791,Completado,468.31
886,7/4/2021,2150.65,886,Beef Jerky,China,886,1/21/2020,66.45,Q2 2020,886,722,Cancelado,157.18
887,12/10/2021,1197.32,887,Travel Beach Blanket,China,887,3/14/2021,52.03,Q3 2020,887,558,Cancelado,434.9
888,1/14/2021,7779.76,888,Stainless Steel Cutlery Set,China,888,10/8/2021,97.11,Q2 2020,888,826,Pendiente,173.38
889,1/19/2021,9483.67,889,Tofu,Poland,889,7/31/2021,98.15,Q1 2020,889,804,Pendiente,194.71
890,1/10/2021,653.4,890,Zucchini Noodle Pasta,Sweden,890,7/18/2020,2.72,Q1 2020,890,523,Cancelado,171.06
891,5/20/2021,7577.36,891,Gingerbread House Kit,Indonesia,891,11/30/2021,28.54,Q3 2020,891,368,Pendiente,10.65
892,5/9/2021,6373.6,892,Pet Water Fountain,China,892,3/8/2020,6.79,Q1 2020,892,632,Completado,394.55
893,4/14/2021,6998.61,893,Cheesy Broccoli Soup Mix,China,893,11/25/2020,90.6,Q1 2020,893,229,Cancelado,484.08
894,3/30/2021,6125.1,894,Pet Safety Belt for Car,Morocco,894,1/3/2020,54.14,Q2 2020,894,748,Cancelado,81.37
895,2/11/2021,2722.12,895,Honey Wheat Pretzels,Russia,895,5/17/2020,85.62,Q2 2020,895,579,Completado,150.3
896,6/14/2021,64.67,896,Chili Lime Shrimp,Nepal,896,7/12/2021,59.49,Q1 2020,896,991,Pendiente,428.4
897,9/9/2021,7298.43,897,Pet Activity Tracker,Brazil,897,5/28/2020,54.73,Q3 2020,897,969,Completado,152.59
898,12/26/2021,7864.28,898,LED Christmas Lights,Indonesia,898,1/21/2020,34.54,Q2 2020,898,267,Pendiente,432.3
899,1/13/2021,7887.7,899,Chocolate Fudge Brownie Mix,France,899,9/6/2021,99.35,Q2 2020,899,149,Cancelado,236.49
900,8/3/2021,2517.45,900,Instant Mashed Potatoes,Brazil,900,7/20/2020,65.82,Q1 2020,900,449,Cancelado,141.3
901,7/1/2021,958.09,901,Smart Home Security Camera,China,901,5/3/2020,90.53,Q3 2020,901,666,Cancelado,444.08
902,4/1/2021,5892.99,902,Nut Butter Cups,Indonesia,902,7/2/2021,40.44,Q3 2020,902,853,Completado,93.14
903,3/20/2021,8355.65,903,Interactive Plush Toy,Russia,903,10/5/2021,94.43,Q1 2020,903,873,Cancelado,128.5
904,12/10/2021,4341.87,904,Art Supplies Organizer,Peru,904,10/5/2020,83.7,Q1 2020,904,495,Pendiente,130.92
905,7/19/2021,5432.65,905,Customizable Name Plate,Kenya,905,9/29/2021,43.34,Q3 2020,905,489,Completado,336.89
906,4/24/2021,645.66,906,Hot Dog Buns,El Salvador,906,4/23/2020,87.43,Q2 2020,906,40,Cancelado,104.49
907,8/26/2021,196.48,907,Dried Apricots,Portugal,907,10/15/2020,11.9,Q3 2020,907,765,Pendiente,63.26
908,7/30/2021,1096.45,908,Classic Pesto Sauce,Malawi,908,8/6/2021,36.91,Q3 2020,908,677,Cancelado,71.08
909,6/30/2021,9474.1,909,Outdoor Picnic Blanket,Greece,909,8/10/2021,88.23,Q2 2020,909,413,Completado,119.63
910,11/29/2021,1585.29,910,Zesty Cilantro Lime Dressing,China,910,8/21/2020,17.33,Q3 2020,910,20,Cancelado,6.46
911,9/18/2021,6757.31,911,Honey Garlic Sauce,China,911,8/15/2021,74.86,Q3 2020,911,293,Pendiente,15.23
912,11/1/2021,1270.48,912,Cookbook,Indonesia,912,11/12/2021,81.63,Q1 2020,912,437,Pendiente,122.53
913,12/4/2021,3285.23,913,Magnetic Spice Jars,Indonesia,913,9/7/2021,68.2,Q2 2020,913,139,Cancelado,98.22
914,9/20/2021,4915.31,914,Vintage Graphic Tee,Croatia,914,1/9/2020,64.85,Q2 2020,914,640,Completado,284.11
915,11/25/2021,9633.02,915,Avocado Oil Mayo,United States,915,3/8/2020,59.32,Q1 2020,915,680,Cancelado,395.3
916,1/13/2021,9248.69,916,Kettle Chip Variety Pack,Greece,916,12/15/2021,72.77,Q2 2020,916,164,Completado,224.98
917,9/3/2021,5902.08,917,Water Bottle with Built-in Fruit Infuser,China,917,10/21/2020,65.57,Q2 2020,917,555,Pendiente,273.43
918,7/4/2021,7506.41,918,Baking Soda,Indonesia,918,3/23/2021,0.25,Q2 2020,918,390,Cancelado,20.05
919,10/3/2021,4262.73,919,Ramen Noodle Soup Cups,Czech Republic,919,5/19/2020,63.75,Q2 2020,919,798,Cancelado,225.32
920,11/30/2021,5765.99,920,Self-Adhesive Wallpaper,Brazil,920,10/3/2021,56.02,Q3 2020,920,310,Cancelado,443.58
921,5/9/2021,5316.87,921,Organic Granola,France,921,2/2/2021,59.92,Q1 2020,921,682,Completado,470.89
922,1/16/2021,1002.3,922,Set of Silicone Cooking Utensils,Ecuador,922,6/9/2020,64.57,Q2 2020,922,270,Cancelado,130.58
923,6/19/2021,5885.36,923,Luxury Memory Foam Mattress Topper,China,923,12/18/2021,14.97,Q2 2020,923,546,Pendiente,410.85
924,1/25/2021,4298.44,924,Jalapeño Cornbread,China,924,8/10/2020,17.06,Q1 2020,924,593,Completado,450.51
925,1/7/2021,572.99,925,Essential Oil Roller Bottles,Indonesia,925,5/1/2021,1.44,Q1 2020,925,283,Completado,395.93
926,6/20/2021,4493.4,926,Nutritional Yeast,United States,926,8/3/2021,87.87,Q2 2020,926,336,Cancelado,461.51
927,12/5/2021,2081.13,927,Adjustable Skipping Rope,Moldova,927,8/1/2020,37.68,Q2 2020,927,157,Pendiente,19.83
928,11/21/2021,7920.95,928,Halloween Decoration Set,Portugal,928,2/23/2020,73.18,Q1 2020,928,513,Cancelado,111.6
929,11/22/2021,6017.29,929,Sliced Avocado,Serbia,929,7/18/2020,23.34,Q1 2020,929,473,Completado,294.55
930,7/28/2021,1357.97,930,Vegetable Stock,Czech Republic,930,12/1/2020,70.93,Q1 2020,930,843,Cancelado,367.82
931,3/18/2021,7945.94,931,Frozen Mixed Vegetables,Ukraine,931,2/14/2020,87.62,Q3 2020,931,466,Cancelado,22.95
932,5/24/2021,9464.46,932,Smoked Salmon,Portugal,932,5/19/2021,75.26,Q2 2020,932,922,Pendiente,182.73
933,1/1/2021,1392.33,933,Savory Oatmeal,Bangladesh,933,9/29/2020,3.94,Q1 2020,933,541,Pendiente,352.76
934,7/23/2021,8131.85,934,Sweet Potatoes (organic),Poland,934,4/15/2020,97.64,Q1 2020,934,994,Cancelado,43.85
935,12/15/2021,6986.07,935,Portable Solar Phone Charger,Indonesia,935,6/5/2020,0.52,Q1 2020,935,586,Cancelado,378.12
936,2/9/2021,1474.27,936,Coconut Water,Kyrgyzstan,936,1/7/2021,24.04,Q2 2020,936,954,Completado,169.02
937,7/12/2021,6943.19,937,DIY Lip Balm Making Kit,China,937,10/24/2020,59.12,Q1 2020,937,397,Completado,156.98
938,11/28/2021,7062.93,938,Kids' Gardening Kit,Russia,938,8/23/2021,54.65,Q2 2020,938,100,Completado,231.75
939,10/2/2021,1789.79,939,Chocolate Covered Pretzels,Poland,939,12/10/2021,23.52,Q1 2020,939,266,Pendiente,461.74
940,10/9/2021,5165.33,940,Electric Razor,Brazil,940,10/27/2021,29.05,Q3 2020,940,46,Cancelado,90.73
941,11/1/2021,7383.71,941,Kale and Quinoa Salad,Indonesia,941,5/31/2020,16.74,Q3 2020,941,619,Cancelado,153.7
942,8/20/2021,1820.45,942,Gardening Gloves,Madagascar,942,12/20/2020,83.44,Q2 2020,942,818,Cancelado,459.82
943,4/14/2021,8173.79,943,Garden Tool Belt,Argentina,943,11/27/2021,57.75,Q1 2020,943,285,Completado,166.52
944,10/1/2021,9068.21,944,Cacao Nibs,China,944,8/18/2020,92.37,Q3 2020,944,807,Cancelado,438.66
945,12/2/2021,4477.02,945,Pet Grooming Gloves,Libya,945,10/4/2021,16.28,Q1 2020,945,436,Pendiente,449.28
946,4/13/2021,5253.45,946,Almond Quinoa Salad,Philippines,946,1/20/2021,78.91,Q1 2020,946,882,Completado,412.29
947,10/19/2021,8332.85,947,Emergency Preparedness Kit,Ukraine,947,5/20/2021,10.35,Q3 2020,947,893,Completado,351.03
948,4/18/2021,7605.19,948,Essential Oil Diffuser,Tanzania,948,8/26/2020,47.51,Q1 2020,948,798,Cancelado,207.79
949,6/10/2021,7061.16,949,Bluetooth Car Adapter,Philippines,949,3/15/2021,88.67,Q1 2020,949,56,Cancelado,292.65
950,12/20/2021,686.77,950,Classic Pumps,China,950,7/7/2021,32.4,Q2 2020,950,369,Cancelado,67.91
951,9/24/2021,1652.6,951,Suede Ankle Booties,China,951,2/17/2021,56.58,Q2 2020,951,572,Cancelado,170.41
952,7/31/2021,8375.6,952,Lemon Herb Quinoa,Sweden,952,11/28/2020,17.18,Q2 2020,952,978,Completado,216.51
953,11/21/2021,1274.93,953,Bird Feeder,Myanmar,953,1/9/2020,55.74,Q1 2020,953,224,Cancelado,82.86
954,1/14/2021,9361.0,954,Brown Rice,China,954,9/17/2021,63.66,Q3 2020,954,669,Cancelado,331.28
955,2/14/2021,9444.66,955,Electric Hot Pot,Thailand,955,4/1/2021,14.12,Q3 2020,955,418,Pendiente,328.77
956,12/2/2021,4152.37,956,Vegetable Pizza Rolls,Russia,956,12/3/2021,63.86,Q3 2020,956,302,Completado,262.33
957,7/3/2021,5658.26,957,Instant Pot,Taiwan,957,6/4/2020,18.27,Q1 2020,957,441,Pendiente,83.12
958,11/25/2021,9257.8,958,Vegetable Korma,Sweden,958,9/8/2020,60.55,Q3 2020,958,495,Pendiente,440.46
959,8/15/2021,4577.45,959,Chili Beans (canned),Kosovo,959,12/14/2021,71.13,Q3 2020,959,379,Completado,161.99
960,8/4/2021,1140.72,960,Portable UV Sterilizer,Indonesia,960,8/29/2021,43.7,Q2 2020,960,92,Completado,153.33
961,6/9/2021,4563.6,961,Lemon Herb Chicken,France,961,11/4/2021,80.74,Q2 2020,961,375,Pendiente,79.23
962,2/10/2021,7280.48,962,Ground Turkey,United States,962,10/3/2020,64.89,Q3 2020,962,85,Pendiente,372.26
963,12/10/2021,3697.19,963,Cocktail Shaker and Mixing Glass Set,Pakistan,963,9/15/2021,76.86,Q2 2020,963,253,Cancelado,37.22
964,3/12/2021,1728.49,964,Samoas Cookie Mix,Finland,964,10/29/2020,85.36,Q3 2020,964,379,Cancelado,280.42
965,4/4/2021,3329.66,965,Electric Air Pump,Argentina,965,4/15/2021,87.79,Q3 2020,965,501,Pendiente,446.42
966,3/14/2021,1469.5,966,Artisan Pickles,Honduras,966,9/18/2021,47.58,Q1 2020,966,829,Pendiente,429.1
967,11/4/2021,6312.5,967,Portable Solar Camp Shower,Poland,967,10/3/2020,19.1,Q3 2020,967,151,Completado,309.39
968,4/8/2021,6260.51,968,Pasta (Linguine),Russia,968,7/20/2020,77.02,Q1 2020,968,772,Completado,402.9
969,1/19/2021,1651.52,969,Ripped Boyfriend Jeans,Vietnam,969,12/9/2020,16.63,Q3 2020,969,414,Completado,372.95
970,6/16/2021,5826.79,970,Lightweight Workout Tank,Macedonia,970,11/6/2020,58.32,Q3 2020,970,839,Pendiente,211.41
971,9/12/2021,7085.35,971,Electric Heat Press Machine,Philippines,971,10/16/2021,69.63,Q3 2020,971,109,Cancelado,444.95
972,4/23/2021,2153.43,972,Chocolate Avocado Pudding,Egypt,972,5/29/2021,65.48,Q2 2020,972,777,Pendiente,163.16
973,11/4/2021,8425.48,973,Sriracha Honey Glaze,Albania,973,5/11/2020,77.87,Q2 2020,973,488,Pendiente,415.55
974,7/17/2021,1621.85,974,Honey Sriracha Chicken Bites,Canada,974,1/10/2021,16.57,Q2 2020,974,162,Cancelado,62.58
975,4/23/2021,5678.21,975,Digital Kitchen Timer,Poland,975,5/24/2020,96.22,Q3 2020,975,926,Completado,39.06
976,5/31/2021,8139.96,976,Air Fryer,Mongolia,976,10/18/2021,45.88,Q3 2020,976,347,Pendiente,408.0
977,11/4/2021,4080.96,977,Weighted Blanket for Adults,Czech Republic,977,9/30/2020,14.57,Q3 2020,977,900,Cancelado,54.76
978,4/3/2021,1897.02,978,Adjustable Pedicure Footrest,China,978,8/13/2020,89.66,Q1 2020,978,738,Completado,340.5
979,12/16/2021,1844.52,979,Quality Chef Apron,Japan,979,7/20/2021,19.0,Q3 2020,979,183,Cancelado,168.61
980,6/26/2021,7701.44,980,Classic Cheeseburger Mix,Russia,980,9/9/2020,19.13,Q3 2020,980,775,Pendiente,491.25
981,2/9/2021,9119.95,981,Lemon Sorbet,China,981,3/20/2021,94.52,Q2 2020,981,472,Pendiente,113.21
982,10/18/2021,3554.34,982,Pet Leash,Venezuela,982,7/24/2021,24.6,Q2 2020,982,272,Cancelado,118.69
983,12/14/2021,4443.25,983,Cereal Dispenser with Portion Control,Argentina,983,12/24/2021,92.11,Q2 2020,983,731,Cancelado,10.46
984,10/5/2021,8705.2,984,Artisan Flatbreads,Ukraine,984,7/20/2020,65.11,Q2 2020,984,42,Cancelado,84.51
985,2/7/2021,1830.28,985,Honey Roasted Chickpeas,Philippines,985,10/18/2021,14.0,Q2 2020,985,735,Cancelado,464.83
986,3/27/2021,349.59,986,Garlic Parmesan Roasted Nuts,Poland,986,11/1/2020,75.4,Q1 2020,986,250,Pendiente,379.43
987,4/16/2021,5595.32,987,Frozen Cauliflower Rice,Vietnam,987,2/13/2021,43.2,Q2 2020,987,233,Cancelado,437.18
988,11/17/2021,5752.57,988,Electric Wax Warmer,Japan,988,9/8/2020,87.11,Q1 2020,988,95,Pendiente,0.44
989,1/23/2021,3168.91,989,Caraway Rye Bread,Armenia,989,6/25/2021,37.39,Q3 2020,989,163,Pendiente,462.6
990,12/12/2021,3655.38,990,Cranberry Almond Cookies,Poland,990,1/27/2021,37.07,Q1 2020,990,362,Pendiente,127.26
991,2/24/2021,1661.25,991,Travel Beach Blanket,Russia,991,4/28/2021,45.6,Q3 2020,991,767,Completado,136.91
992,1/6/2021,9833.06,992,Buffalo Wing Sauce,Sweden,992,11/23/2020,37.05,Q1 2020,992,965,Completado,330.97
993,12/7/2021,4326.13,993,Cushion Covers,Philippines,993,7/9/2020,48.42,Q2 2020,993,743,Cancelado,450.92
994,5/12/2021,7782.27,994,Spinach and Feta Stuffed Chicken Breast,China,994,7/20/2021,47.12,Q2 2020,994,479,Cancelado,240.45
995,6/23/2021,9486.68,995,Pineapple Teriyaki Chicken Mix,Gabon,995,12/26/2020,91.03,Q2 2020,995,111,Completado,291.23
996,1/16/2021,613.44,996,LED Desk Lamp with USB Charging Port,France,996,9/27/2020,47.41,Q2 2020,996,728,Cancelado,279.52
997,2/1/2021,4218.04,997,Classic Caesar Dressing,Malaysia,997,6/15/2020,42.24,Q1 2020,997,580,Cancelado,496.28
998,6/8/2021,4721.18,998,Multi-Functional Rice Cooker,Japan,998,7/28/2020,96.37,Q1 2020,998,152,Completado,213.91
999,2/18/2021,2789.11,999,Professional Chef Knife,China,999,6/19/2021,22.64,Q3 2020,999,736,Cancelado,404.69
1000,12/26/2021,2687.1,1000,Cookbook,Netherlands,1000,4/2/2021,86.8,Q2 2020,1000,279,Completado,456.24
